,State,Year,Deaths,Population,Crude Rate
,Utah,2009,448,2723421,16.4
,Utah,2010,471,2763885,17
,Utah,2011,500,2817222,17.7
,Utah,2012,549,2855287,19.2
,Utah,2013,579,2900872,20
,Utah,2014,559,2942902,19
,Utah,2015,629,2995919,21
,Utah,2016,619,3051217,20.3
,Utah,2017,663,3101833,21.4
,Utah,2018,664,3161105,21
,Utah,2019,653,3205958,20.4
,Utah,2020,650,3249879,20
,Vermont,1999,63,604683,10.4
,Vermont,2000,77,608827,12.6
,Vermont,2001,72,612223,11.8
,Vermont,2002,90,615442,14.6
,Vermont,2003,83,617858,13.4
,Vermont,2004,93,619920,15
,Vermont,2005,77,621215,12.4
,Vermont,2006,81,622892,13
,Vermont,2007,89,623481,14.3
,Vermont,2008,94,624151,15.1
,Vermont,2009,87,624817,13.9
,Vermont,2010,106,625741,16.9
,Vermont,2011,120,626431,19.2
,Vermont,2012,87,626011,13.9
,Vermont,2013,111,626630,17.7
,Vermont,2014,124,626562,19.8
,Vermont,2015,103,626042,16.5
,Vermont,2016,117,624594,18.7
,Vermont,2017,111,623657,17.8
,Vermont,2018,125,626299,20
,Vermont,2019,110,623989,17.6
,Vermont,2020,117,623347,18.8
,Virginia,1999,791,7000174,11.3
,Virginia,2000,768,7078515,10.8
,Virginia,2001,796,7198362,11.1
,Virginia,2002,799,7286873,11
,Virginia,2003,807,7366977,11
,Virginia,2004,828,7475575,11.1
,Virginia,2005,865,7577105,11.4
,Virginia,2006,874,7673725,11.4
,Virginia,2007,878,7751000,11.3
,Virginia,2008,947,7833496,12.1
,Virginia,2009,962,7925937,12.1
,Virginia,2010,961,8001024,12
,Virginia,2011,1053,8096604,13
,Virginia,2012,1062,8185867,13
,Virginia,2013,1068,8260405,12.9
,Virginia,2014,1121,8326289,13.5
,Virginia,2015,1116,8382993,13.3
,Virginia,2016,1163,8411808,13.8
,Virginia,2017,1176,8470020,13.9
,Virginia,2018,1242,8517685,14.6
,Virginia,2019,1139,8535519,13.3
,Virginia,2020,1201,8590563,14
,Washington,1999,815,5842564,13.9
,Washington,2000,726,5894121,12.3
,Washington,2001,711,5985722,11.9
,Washington,2002,811,6052349,13.4
,Washington,2003,801,6104115,13.1
,Washington,2004,829,6178645,13.4
,Washington,2005,820,6257305,13.1
,Washington,2006,808,6370753,12.7
,Washington,2007,862,6461587,13.3
,Washington,2008,885,6562231,13.5
,Washington,2009,919,6667426,13.8
,Washington,2010,955,6724540,14.2
,Washington,2011,1020,6830038,14.9
,Washington,2012,1038,6897012,15
,Washington,2013,1025,6971406,14.7
,Washington,2014,1114,7061530,15.8
,Washington,2015,1134,7170351,15.8
,Washington,2016,1134,7288000,15.6
,Washington,2017,1294,7405743,17.5
,Washington,2018,1251,7535591,16.6
,Washington,2019,1262,7614893,16.6
,Washington,2020,1212,7693612,15.8
,West Virginia,1999,229,1811799,12.6
,West Virginia,2000,244,1808344,13.5
,West Virginia,2001,282,1801481,15.7
,West Virginia,2002,276,1805414,15.3
,West Virginia,2003,266,1812295,14.7
,West Virginia,2004,285,1816438,15.7
,West Virginia,2005,254,1820492,14
,West Virginia,2006,265,1827912,14.5
,West Virginia,2007,300,1834052,16.4
,West Virginia,2008,261,1840310,14.2
,West Virginia,2009,251,1847775,13.6
,West Virginia,2010,279,1852994,15.1
,West Virginia,2011,306,1855364,16.5
,West Virginia,2012,326,1855413,17.6
,West Virginia,2013,323,1854304,17.4
,West Virginia,2014,359,1850326,19.4
,West Virginia,2015,340,1844128,18.4
,West Virginia,2016,361,1831102,19.7
,West Virginia,2017,392,1815857,21.6
,West Virginia,2018,395,1805832,21.9
,West Virginia,2019,330,1792147,18.4
,West Virginia,2020,354,1784787,19.8
,Wisconsin,1999,593,5332666,11.1
,Wisconsin,2000,590,5363675,11
,Wisconsin,2001,638,5406835,11.8
,Wisconsin,2002,624,5445162,11.5
,Wisconsin,2003,645,5479203,11.8
,Wisconsin,2004,662,5514026,12
,Wisconsin,2005,641,5546166,11.6
,Wisconsin,2006,667,5577655,12
,Wisconsin,2007,729,5610775,13
,Wisconsin,2008,740,5640996,13.1
,Wisconsin,2009,722,5669264,12.7
,Wisconsin,2010,790,5686986,13.9
,Wisconsin,2011,745,5711767,13
,Wisconsin,2012,723,5726398,12.6
,Wisconsin,2013,850,5742713,14.8
,Wisconsin,2014,767,5757564,13.3
,Wisconsin,2015,874,5771337,15.1
,Wisconsin,2016,865,5778708,15
,Wisconsin,2017,925,5795483,16
,Wisconsin,2018,887,5813568,15.3
,Wisconsin,2019,843,5822434,14.5
,Wisconsin,2020,866,5832655,14.8
,Wyoming,1999,98,491780,19.9
,Wyoming,2000,83,493782,16.8
,Wyoming,2001,83,494657,16.8
,Wyoming,2002,105,500017,21
,Wyoming,2003,109,503453,21.7
,Wyoming,2004,88,509106,17.3
,Wyoming,2005,90,514157,17.5
,Wyoming,2006,116,522667,22.2
,Wyoming,2007,101,534876,18.9
,Wyoming,2008,124,546043,22.7
,Wyoming,2009,111,559851,19.8
,Wyoming,2010,131,563626,23.2
,Wyoming,2011,131,568158,23.1
,Wyoming,2012,171,576412,29.7
,Wyoming,2013,129,582658,22.1
,Wyoming,2014,120,584153,20.5
,Wyoming,2015,157,586107,26.8
,Wyoming,2016,144,585501,24.6
,Wyoming,2017,157,579315,27.1
,Wyoming,2018,147,577737,25.4
,Wyoming,2019,170,578759,29.4
---,Wyoming,2020,182,582328,31.3
